composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
Sc0.8Y0.2B12,32.00851927,2.94,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.507692308,34,2.783431953,39,5,5,67.32307692,61,8.634319527,72,11,72,14.11368458,78.09485,6.097263849,88.90585,10.811,10.811,2306.692308,549,76.26035503,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.169230769,3,0.312426036,5,2,2,90.92307692,106,12.78106509,190,84,84,1.985538462,0.82,0.100544379,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.487,25.1925,2.426769231,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.01680655
Sc0.8Y0.2B12,30.54579364,4.9,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.507692308,34,2.783431953,39,5,5,67.32307692,61,8.634319527,72,11,72,14.11368458,78.09485,6.097263849,88.90585,10.811,10.811,2306.692308,549,76.26035503,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.169230769,3,0.312426036,5,2,2,90.92307692,106,12.78106509,190,84,84,1.985538462,0.82,0.100544379,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.487,25.1925,2.426769231,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.01680655
Sc0.8Zr0.2B12,45.95154316,0.49,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.523076923,35,2.81183432,40,5,5,67.81538462,61,7.725443787,72,11,72,14.14934843,80.413,6.163104795,91.224,10.811,10.811,2311.753846,534,66.91597633,2348,1814,2348,12.24615385,10,1.391715976,13,3,13,2.169230769,3,0.312426036,5,2,2,90.69230769,91,12.35502959,175,84,84,1.987230769,0.71,0.097420118,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.092307692,2,0.170414201,2,0,0,0,0,0,0,0,0,3.015384615,1,0.030295858,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.676923077,9,1.249704142,9,0,0,0,0,0,0,0,0,5.292307692,4,0.53964497,9,5,5,8.345923077,16.0225,2.166319527,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.663265306,0.306122449,0.030612245,0,0,0.118407193,0.015766047
Sc0.8Zr0.2B12,38.43785832,0.98,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.523076923,35,2.81183432,40,5,5,67.81538462,61,7.725443787,72,11,72,14.14934843,80.413,6.163104795,91.224,10.811,10.811,2311.753846,534,66.91597633,2348,1814,2348,12.24615385,10,1.391715976,13,3,13,2.169230769,3,0.312426036,5,2,2,90.69230769,91,12.35502959,175,84,84,1.987230769,0.71,0.097420118,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.092307692,2,0.170414201,2,0,0,0,0,0,0,0,0,3.015384615,1,0.030295858,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.676923077,9,1.249704142,9,0,0,0,0,0,0,0,0,5.292307692,4,0.53964497,9,5,5,8.345923077,16.0225,2.166319527,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.663265306,0.306122449,0.030612245,0,0,0.118407193,0.015766047
Sc0.8Zr0.2B12,36.32037198,1.96,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.523076923,35,2.81183432,40,5,5,67.81538462,61,7.725443787,72,11,72,14.14934843,80.413,6.163104795,91.224,10.811,10.811,2311.753846,534,66.91597633,2348,1814,2348,12.24615385,10,1.391715976,13,3,13,2.169230769,3,0.312426036,5,2,2,90.69230769,91,12.35502959,175,84,84,1.987230769,0.71,0.097420118,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.092307692,2,0.170414201,2,0,0,0,0,0,0,0,0,3.015384615,1,0.030295858,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.676923077,9,1.249704142,9,0,0,0,0,0,0,0,0,5.292307692,4,0.53964497,9,5,5,8.345923077,16.0225,2.166319527,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.663265306,0.306122449,0.030612245,0,0,0.118407193,0.015766047
Sc0.8Zr0.2B12,33.47428819,2.94,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.523076923,35,2.81183432,40,5,5,67.81538462,61,7.725443787,72,11,72,14.14934843,80.413,6.163104795,91.224,10.811,10.811,2311.753846,534,66.91597633,2348,1814,2348,12.24615385,10,1.391715976,13,3,13,2.169230769,3,0.312426036,5,2,2,90.69230769,91,12.35502959,175,84,84,1.987230769,0.71,0.097420118,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.092307692,2,0.170414201,2,0,0,0,0,0,0,0,0,3.015384615,1,0.030295858,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.676923077,9,1.249704142,9,0,0,0,0,0,0,0,0,5.292307692,4,0.53964497,9,5,5,8.345923077,16.0225,2.166319527,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.663265306,0.306122449,0.030612245,0,0,0.118407193,0.015766047
Sc2C3,5.83,1.72,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,12,15,7.2,21,6,6,50.6,66,31.68,77,11,77,25.1887848,32.945212,15.81370176,44.955912,12.0107,12.0107,3019.4,2009,964.32,3823,1814,3823,9.6,11,5.28,14,3,14,2.8,2,0.96,4,2,2,113.6,94,45.12,170,76,76,2.074,1.19,0.5712,2.55,1.36,2.55,2,0,0,2,2,2,1.2,2,0.96,2,0,2,0.4,1,0.48,1,0,0,0,0,0,0,0,0,3.6,1,0.48,4,3,4,0,0,0,0,0,0,2.4,4,1.92,4,0,4,3.6,9,4.32,9,0,0,0,0,0,0,0,0,6,5,2.4,9,4,4,12.278,16.595,7.9656,22.235,5.64,5.64,2.6976,4.496,2.15808,4.496,0,4.496,2.54E-06,6.35E-06,3.05E-06,6.35E-06,0,0,194,0,0,194,194,194,0.555555556,0.333333333,0.111111111,0,0,0.298142579,0.143108438
Sc2ReB6,34.7401001,0.49,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,16.33333333,70,15.11111111,75,5,5,56.44444444,61,20.74074074,72,11,72,37.88720267,175.396,36.10160356,186.207,10.811,10.811,2352.777778,1645,245.8271605,3459,1814,2348,10.11111111,10,3.851851852,13,3,13,2.888888889,4,1.185185185,6,2,2,110.5555556,86,35.40740741,170,84,84,1.873333333,0.68,0.228148148,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.35111111,15.0625,5.571481481,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.41E-06,6.35E-06,2.20E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.109168515,0.036542288
Sc2ReB6,31.83707398,0.98,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,16.33333333,70,15.11111111,75,5,5,56.44444444,61,20.74074074,72,11,72,37.88720267,175.396,36.10160356,186.207,10.811,10.811,2352.777778,1645,245.8271605,3459,1814,2348,10.11111111,10,3.851851852,13,3,13,2.888888889,4,1.185185185,6,2,2,110.5555556,86,35.40740741,170,84,84,1.873333333,0.68,0.228148148,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.35111111,15.0625,5.571481481,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.41E-06,6.35E-06,2.20E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.109168515,0.036542288
Sc2ReB6,24.10401302,1.96,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,16.33333333,70,15.11111111,75,5,5,56.44444444,61,20.74074074,72,11,72,37.88720267,175.396,36.10160356,186.207,10.811,10.811,2352.777778,1645,245.8271605,3459,1814,2348,10.11111111,10,3.851851852,13,3,13,2.888888889,4,1.185185185,6,2,2,110.5555556,86,35.40740741,170,84,84,1.873333333,0.68,0.228148148,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.35111111,15.0625,5.571481481,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.41E-06,6.35E-06,2.20E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.109168515,0.036542288
Sc2ReB6,22.70255213,2.94,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,16.33333333,70,15.11111111,75,5,5,56.44444444,61,20.74074074,72,11,72,37.88720267,175.396,36.10160356,186.207,10.811,10.811,2352.777778,1645,245.8271605,3459,1814,2348,10.11111111,10,3.851851852,13,3,13,2.888888889,4,1.185185185,6,2,2,110.5555556,86,35.40740741,170,84,84,1.873333333,0.68,0.228148148,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.35111111,15.0625,5.571481481,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.41E-06,6.35E-06,2.20E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.109168515,0.036542288
Sc2ReB6,20.92569993,4.9,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,16.33333333,70,15.11111111,75,5,5,56.44444444,61,20.74074074,72,11,72,37.88720267,175.396,36.10160356,186.207,10.811,10.811,2352.777778,1645,245.8271605,3459,1814,2348,10.11111111,10,3.851851852,13,3,13,2.888888889,4,1.185185185,6,2,2,110.5555556,86,35.40740741,170,84,84,1.873333333,0.68,0.228148148,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.35111111,15.0625,5.571481481,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.41E-06,6.35E-06,2.20E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.109168515,0.036542288
Sc3Al3C2O5 ,9,2,4,0.527358046,0.439883005,0.396596139,0.38770611,0.385081986,11.84615385,15,4.75739645,21,6,8,64.69230769,76,24.78106509,87,11,87,24.60236552,32.945212,10.49202441,44.955912,12.0107,15.9994,1243.262308,3768.2,1057.18284,3823,54.8,54.8,12,13,4.153846154,16,3,16,2.692307692,2,0.74556213,4,2,2,104.2307692,104,38.09467456,170,66,66,2.400769231,2.08,0.845325444,3.44,1.36,3.44,2,0,0,2,2,2,2.076923077,4,1.479289941,4,0,4,0.230769231,1,0.355029586,1,0,0,0,0,0,0,0,0,4.307692308,3,1.301775148,6,3,6,0,0,0,0,0,0,2.538461538,5,1.585798817,5,0,2,2.076923077,9,3.195266272,9,0,0,0,0,0,0,0,0,4.615384615,7,2.201183432,9,2,2,13.30384615,16.595,5.587988166,22.235,5.64,9.105,0.691692308,4.496,1.170556213,4.496,0,0,1.47E-06,6.35E-06,2.25E-06,6.35E-06,0,0,131.1538462,213,91.65680473,225,12,12,0.464285714,0.482142857,0.053571429,0,1,0.660947393,0.276149954
Sc5Si3 ,7.6,1.96,2,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,18.375,7,3.28125,21,14,21,36.125,67,31.40625,78,11,11,38.6295075,16.870412,7.908005625,44.955912,28.0855,44.955912,1766.375,127,59.53125,1814,1687,1814,7.125,11,5.15625,14,3,3,3.625,1,0.46875,4,3,4,147.875,59,27.65625,170,111,170,1.5625,0.54,0.253125,1.9,1.36,1.36,2,0,0,2,2,2,0.75,2,0.9375,2,0,0,0.625,1,0.46875,1,0,1,0,0,0,0,0,0,3.375,1,0.46875,4,3,3,0,0,0,0,0,0,1.5,4,1.875,4,0,0,5.625,9,4.21875,9,0,9,0,0,0,0,0,0,7.125,5,2.34375,9,4,9,21.561875,1.795,0.84140625,22.235,20.44,22.235,0.289875,0.773,0.36234375,0.773,0,0,3.97E-06,6.35E-06,2.98E-06,6.35E-06,0,6.35E-06,206.375,33,15.46875,227,194,194,0.592592593,0.222222222,0.185185185,0,0,0.070306205,0.032956034
ScB12,41.67556428,0.49,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.230769231,16,2.272189349,21,5,5,67.30769231,61,8.662721893,72,11,72,13.43753169,34.144912,4.848981586,44.955912,10.811,10.811,2306.923077,534,75.83431953,2348,1814,2348,12.23076923,10,1.420118343,13,3,13,2.153846154,2,0.284023669,4,2,2,90.61538462,86,12.21301775,170,84,84,1.987692308,0.68,0.096568047,2.04,1.36,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.331153846,15.0625,2.139053254,22.235,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,4.88E-07,6.35E-06,9.02E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.109168515,0.015503221
ScB12,35.18608474,0.98,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.230769231,16,2.272189349,21,5,5,67.30769231,61,8.662721893,72,11,72,13.43753169,34.144912,4.848981586,44.955912,10.811,10.811,2306.923077,534,75.83431953,2348,1814,2348,12.23076923,10,1.420118343,13,3,13,2.153846154,2,0.284023669,4,2,2,90.61538462,86,12.21301775,170,84,84,1.987692308,0.68,0.096568047,2.04,1.36,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.331153846,15.0625,2.139053254,22.235,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,4.88E-07,6.35E-06,9.02E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.109168515,0.015503221
ScB12,33.94997585,1.96,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.230769231,16,2.272189349,21,5,5,67.30769231,61,8.662721893,72,11,72,13.43753169,34.144912,4.848981586,44.955912,10.811,10.811,2306.923077,534,75.83431953,2348,1814,2348,12.23076923,10,1.420118343,13,3,13,2.153846154,2,0.284023669,4,2,2,90.61538462,86,12.21301775,170,84,84,1.987692308,0.68,0.096568047,2.04,1.36,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.331153846,15.0625,2.139053254,22.235,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,4.88E-07,6.35E-06,9.02E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.109168515,0.015503221
ScB12,30.32412547,2.94,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.230769231,16,2.272189349,21,5,5,67.30769231,61,8.662721893,72,11,72,13.43753169,34.144912,4.848981586,44.955912,10.811,10.811,2306.923077,534,75.83431953,2348,1814,2348,12.23076923,10,1.420118343,13,3,13,2.153846154,2,0.284023669,4,2,2,90.61538462,86,12.21301775,170,84,84,1.987692308,0.68,0.096568047,2.04,1.36,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.331153846,15.0625,2.139053254,22.235,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,4.88E-07,6.35E-06,9.02E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.109168515,0.015503221
ScB12,28.44938694,4.9,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,6.230769231,16,2.272189349,21,5,5,67.30769231,61,8.662721893,72,11,72,13.43753169,34.144912,4.848981586,44.955912,10.811,10.811,2306.923077,534,75.83431953,2348,1814,2348,12.23076923,10,1.420118343,13,3,13,2.153846154,2,0.284023669,4,2,2,90.61538462,86,12.21301775,170,84,84,1.987692308,0.68,0.096568047,2.04,1.36,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.331153846,15.0625,2.139053254,22.235,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,4.88E-07,6.35E-06,9.02E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.109168515,0.015503221
ScB2,17.46,1.96,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,10.33333333,16,7.111111111,21,5,5,51.66666667,61,27.11111111,72,11,72,22.19263733,34.144912,15.17551644,44.955912,10.811,10.811,2170,534,237.3333333,2348,1814,2348,9.666666667,10,4.444444444,13,3,13,2.666666667,2,0.888888889,4,2,2,112.6666667,86,38.22222222,170,84,84,1.813333333,0.68,0.302222222,2.04,1.36,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.333333333,1,0.444444444,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,3,9,4,9,0,0,0,0,0,0,0,0,6.333333333,4,1.777777778,9,5,5,12.19333333,15.0625,6.694444444,22.235,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,2.12E-06,6.35E-06,2.82E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.666666667,0.222222222,0.111111111,0,0,0.109168515,0.04851934
ScNi3B,4.6,2.942,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,22,23,7.2,28,5,28,53.2,61,16.88,72,11,61,46.3694224,47.8824,14.78877312,58.6934,10.811,58.6934,1869.2,620,191.52,2348,1728,1728,9.2,10,2.48,13,3,10,3.6,2,0.64,4,2,4,125.2,86,17.92,170,84,124,1.826,0.68,0.1864,2.04,1.36,1.91,2,0,0,2,2,2,0.2,1,0.32,1,0,0,5,8,3.6,8,0,8,0,0,0,0,0,0,7.2,7,3.36,10,3,10,0,0,0,0,0,0,1,5,1.6,5,0,0,3,9,2.4,9,0,2,0,0,0,0,0,0,4,7,2.4,9,2,2,12.0735,15.0625,4.0646,22.235,7.1725,10.32,0.3048,1.524,0.48768,1.524,0,0,0.35723809,0.5953947,0.285787932,0.5953947,0,0.5953947,207,59,21.6,225,166,225,0.277777778,0.027777778,0.694444444,0,0,0.109168515,0.027226023
ScRh3B,9.75,2.942,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,32.2,40,15.36,45,5,45,52,61,16.4,72,11,59,72.8966824,92.0945,36.01058112,102.9055,10.811,102.9055,2174.6,534,144.24,2348,1814,2237,8.6,10,2.24,13,3,9,4.2,3,0.96,5,2,5,136,86,20.8,170,84,142,2.048,0.92,0.2784,2.28,1.36,2.28,1.4,1,0.48,2,1,1,0.2,1,0.32,1,0,0,5,8,3.6,8,0,8,0,0,0,0,0,0,6.6,6,2.88,9,3,9,0.6,1,0.48,1,0,1,1,5,1.6,5,0,0,3,9,2.4,9,0,2,0,0,0,0,0,0,4.6,6,1.92,9,3,3,14.0655,15.0625,3.2678,22.235,7.1725,13.64,0.3048,1.524,0.48768,1.524,0,0,1.27E-06,6.35E-06,2.03E-06,6.35E-06,0,0,207,59,21.6,225,166,225,0.212121212,0.03030303,0.757575758,0,0,0.190711652,0.057935513
ScRh3B0.5C0.5 ,7.4,2.942,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,32.3,40,15.24,45,5,45,52.5,66,16.6,77,11,59,73.0166524,92.0945,35.86661712,102.9055,10.811,102.9055,2322.1,2009,305.36,3823,1814,2237,8.7,11,2.28,14,3,9,4.2,3,0.96,5,2,5,135.2,94,22.08,170,76,142,2.099,1.19,0.3074,2.55,1.36,2.28,1.4,1,0.48,2,1,1,0.3,2,0.48,2,0,0,5,8,3.6,8,0,8,0,0,0,0,0,0,6.7,6,2.76,9,3,9,0.6,1,0.48,1,0,1,0.9,5,1.44,5,0,0,3,9,2.4,9,0,2,0,0,0,0,0,0,4.5,6,1.9,9,3,3,13.91225,16.595,3.3291,22.235,5.64,13.64,0.602,4.496,0.9632,4.496,0,0,1.27E-06,6.35E-06,2.03E-06,6.35E-06,0,0,209.8,59,18.24,225,166,225,0.208955224,0.044776119,0.746268657,0,0,0.298142579,0.067205169
ScRh3C,9.9,2.94,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,32.4,39,15.12,45,6,45,53,66,16.8,77,11,59,73.1366224,90.8948,35.72265312,102.9055,12.0107,102.9055,2469.6,2009,541.36,3823,1814,2237,8.8,11,2.32,14,3,9,4.2,3,0.96,5,2,5,134.4,94,23.36,170,76,142,2.15,1.19,0.316,2.55,1.36,2.28,1.4,1,0.48,2,1,1,0.4,2,0.64,2,0,0,5,8,3.6,8,0,8,0,0,0,0,0,0,6.8,6,2.64,9,3,9,0.6,1,0.48,1,0,1,0.8,4,1.28,4,0,0,3,9,2.4,9,0,2,0,0,0,0,0,0,4.4,6,1.84,9,3,3,13.759,16.595,3.3904,22.235,5.64,13.64,0.8992,4.496,1.43872,4.496,0,0,1.27E-06,6.35E-06,2.03E-06,6.35E-06,0,0,212.6,31,14.88,225,194,225,0.205882353,0.058823529,0.735294118,0,0,0.298142579,0.073956586
